,participant,value,quantifier,count,bin,bin_label,object,img_name,segmentation,thingsplus_id,size_norm
3774,37,60.322,a lot of,33,"(31, 34]",10,fish,fsc_7218.jpg,0.3334274922520661,fish,209.3488372
3775,37,100.0,base,55,"(52, 55]",17,cement bags,fsc_7236.jpg,0.9860537190082644,sandbag,262.0595238
3776,37,100.0,a lot of,61,"(58, 61]",19,pills,fsc_7249.jpg,0.3325477789256198,pill,130.8658537
3777,37,41.153,many,14,"(13, 16]",4,caps,fsc_7254.jpg,0.4560466167355372,hat,233.1976744
3778,37,0.0,a few,33,"(31, 34]",10,chairs,fsc_7257.jpg,0.8849270402892562,chair,290.0
3779,37,21.984,some,73,"(70, 73]",23,shoes,fsc_7313.jpg,0.1334178073347107,shoe,224.4347826
3780,37,100.0,a lot of,42,"(40, 43]",13,comic books,fsc_7359.jpg,0.8234520273760331,comic_book,226.9021739
3781,37,13.941,many,36,"(34, 37]",11,sheep,fsc_7412.jpg,0.0439049586776859,sheep,294.6666667
3782,37,17.56,a few,72,"(70, 73]",23,cups,fsc_7448.jpg,0.3267933238636363,cup,205.5555556
3783,37,100.0,many,66,"(64, 67]",21,boxes,fsc_7450.jpg,0.7465941373966942,box,254.0625
3784,37,100.0,base,28,"(25, 28]",8,fish,fsc_7575.jpg,0.2763671875,fish,209.3488372
3785,37,14.209,few,92,"(91, 94]",30,cars,fsc_7576.jpg,0.5987942277892562,car,361.4886364
3786,37,18.499,a lot of,100,"(97, 100]",32,lego pieces,fsc_7590.jpg,0.8535236957644629,lego,150.5384615
3787,37,100.0,base,47,"(46, 49]",15,caps,fsc_7647.jpg,0.0482793130165289,hat,233.1976744
3788,37,29.357,few,72,"(70, 73]",23,ants,fsc_7655.jpg,0.0,ant,116.0111111
3789,37,100.0,a lot of,72,"(70, 73]",23,cassettes,fsc_7667.jpg,0.8296584452479339,cassette,200.5111111
3790,37,82.038,many,23,"(22, 25]",7,eggs,fsc_7668.jpg,0.197265625,egg,180.6829268
3791,37,100.0,base,63,"(61, 64]",20,cups,fsc_785.jpg,0.0250597236570247,cup,205.5555556
3792,37,80.965,a lot of,41,"(40, 43]",13,books,fsc_852.jpg,0.9896613507231404,book,229.1704545
3793,37,72.922,few,6,"(4, 7]",1,bananas,tqa_2320499.jpg,0.0976078254132231,banana,221.5930233
3794,37,39.008,many,11,"(10, 13]",3,glasses,tqa_2342508.jpg,0.3449606146694214,glasses,205.9772727
3795,37,15.013,many,5,"(4, 7]",1,cans,tqa_2353199.jpg,0.2355533316115702,can,211.96875
3796,37,0.0,a lot of,4,"(1, 4]",0,steps,tqa_2386369.jpg,0.0034058626033057,,
3797,37,100.0,a few,4,"(1, 4]",0,bowls,tqa_2397668.jpg,0.0950251807851239,bowl,224.9555556
3798,37,17.56,many,3,"(1, 4]",0,pens,tqa_2403462.jpg,0.0,pen,191.1309524
3799,37,0.0,a few,7,"(4, 7]",1,steps,tqa_2414191.jpg,0.0180058755165289,,
3800,38,68.097,a lot of,82,"(79, 82]",26,buffaloes,fsc_1087.jpg,0.0848156637396694,bison,333.893617
3801,38,70.241,a lot of,85,"(82, 85]",27,peaches,fsc_196.jpg,0.8952011234504132,peach,196.0348837
3802,38,100.0,some,49,"(46, 49]",15,glasses,fsc_2013.jpg,0.0,glasses,205.9772727
3803,38,100.0,some,50,"(49, 52]",16,cows,fsc_2065.jpg,0.334153861053719,cow,330.67857139999995
3804,38,11.126,a few,68,"(67, 70]",22,balls,fsc_208.jpg,0.0,ball,208.8170732
3805,38,67.426,a few,27,"(25, 28]",8,pens,fsc_2114.jpg,0.2702495480371901,pen,191.1309524
3806,38,0.0,a lot of,72,"(70, 73]",23,ants,fsc_2137.jpg,0.0,ant,116.0111111
3807,38,100.0,some,99,"(97, 100]",32,apples,fsc_2202.jpg,0.6948040418388429,apple,199.8478261
3808,38,100.0,base,78,"(76, 79]",25,grapes,fsc_226.jpg,0.2712583935950413,grape,153.1511628
3809,38,53.217,a few,21,"(19, 22]",6,bricks,fsc_2335.jpg,0.9892013171487604,brick,228.5444444
3810,38,67.158,a lot of,68,"(67, 70]",22,bricks,fsc_2403.jpg,0.91627388946281,brick,228.5444444
3811,38,10.59,few,48,"(46, 49]",15,windows,fsc_2454.jpg,0.6274535123966942,window,283.3977273
3812,38,55.898,a lot of,69,"(67, 70]",22,grapes,fsc_251.jpg,0.1160575929752066,grape,153.1511628
3813,38,11.662,few,17,"(16, 19]",5,spoons,fsc_2520.jpg,0.6796067923553719,spoon,189.7738095
3814,38,34.584,few,8,"(7, 10]",2,spoons,fsc_2524.jpg,0.8692939695247934,spoon,189.7738095
3815,38,100.0,some,17,"(16, 19]",5,cement bags,fsc_2630.jpg,0.941236763946281,sandbag,262.0595238
3816,38,29.357,a few,77,"(76, 79]",25,bowls,fsc_2654.jpg,0.1536189307851239,bowl,224.9555556
3817,38,100.0,base,75,"(73, 76]",24,bowls,fsc_2663.jpg,0.0189420841942148,bowl,224.9555556
3818,38,71.448,a lot of,90,"(88, 91]",29,oranges,fsc_2708.jpg,0.1128615702479338,orange,202.6477273
3819,38,41.153,a lot of,61,"(58, 61]",19,oranges,fsc_2710.jpg,0.0426217071280991,orange,202.6477273
3820,38,100.0,some,62,"(61, 64]",20,chairs,fsc_2830.jpg,0.4514059271694214,chair,290.0
3821,38,28.686,a few,14,"(13, 16]",4,stamps,fsc_2910.jpg,0.7833564695247934,stamp1,152.4130435
3822,38,5.764,few,89,"(88, 91]",29,fish,fsc_2961.jpg,0.0,fish,209.3488372
3823,38,100.0,some,67,"(64, 67]",21,fish,fsc_2969.jpg,0.2090812241735537,fish,209.3488372
3824,38,56.971,a few,99,"(97, 100]",32,peas,fsc_3328.jpg,0.2648502066115702,pea,131.06976740000002
3825,38,100.0,some,47,"(46, 49]",15,bread rolls,fsc_3381.jpg,0.6099722365702479,roll,195.2045455
3826,38,53.619,a few,84,"(82, 85]",27,coffee beans,fsc_3593.jpg,0.0,coffee_bean,130.8125
3827,38,10.054,few,35,"(34, 37]",11,gemstones,fsc_3632.jpg,0.0,gem,144.1555556
3828,38,76.005,a lot of,92,"(91, 94]",30,birds,fsc_364.jpg,0.5779070893595041,bird,220.6153846
3829,38,13.539,few,65,"(64, 67]",21,nuts,fsc_3653.jpg,0.4031992510330578,nut,146.8372093
3830,38,84.45,a few,11,"(10, 13]",3,beans,fsc_3793.jpg,0.2996190599173554,bean,131.5425532
3831,38,100.0,some,27,"(25, 28]",8,potatoes,fsc_3913.jpg,0.3949347882231405,potato,200.5
3832,38,20.643,a few,29,"(28, 31]",9,potatoes,fsc_3916.jpg,0.3328948217975206,potato,200.5
3833,38,33.512,many,39,"(37, 40]",12,candles,fsc_3948.jpg,0.9810901988636364,candle,208.7613636
3834,38,32.574,a few,42,"(40, 43]",13,candles,fsc_3971.jpg,0.0699089617768595,candle,208.7613636
3835,38,84.584,many,60,"(58, 61]",19,matches,fsc_4058.jpg,0.3284155475206611,match,151.9545455
3836,38,31.635,few,54,"(52, 55]",17,marbles,fsc_4080.jpg,0.5313468491735537,marble,142.1555556
3837,38,72.118,a lot of,94,"(91, 94]",30,marbles,fsc_4083.jpg,0.9570231792355371,marble,142.1555556
3838,38,46.247,many,9,"(7, 10]",2,oysters,fsc_4107.jpg,0.0,oyster,177.4555556
3839,38,67.158,many,91,"(88, 91]",29,peas,fsc_4284.jpg,0.6894854080578512,pea,131.06976740000002
3840,38,33.378,a lot of,25,"(22, 25]",7,peas,fsc_4290.jpg,0.2261912448347107,pea,131.06976740000002
3841,38,100.0,some,69,"(67, 70]",22,hot-air balloons,fsc_4407.jpg,0.5187403150826446,hot-air_balloon,204.0735294
3842,38,100.0,some,77,"(76, 79]",25,tomatoes,fsc_4474.jpg,0.2696361699380165,tomato,194.5638298
3843,38,56.3,a few,44,"(43, 46]",14,balls,fsc_4793.jpg,0.003777117768595,ball,208.8170732
3844,38,72.922,many,54,"(52, 55]",17,donuts,fsc_5227.jpg,0.8158412964876033,donut,206.5
3845,38,56.3,a few,48,"(46, 49]",15,cupcakes,fsc_5259.jpg,0.65403861053719,cupcake,194.5581395
3846,38,100.0,a few,57,"(55, 58]",18,marbles,fsc_5366.jpg,0.4474431818181818,marble,142.1555556
3847,38,100.0,base,18,"(16, 19]",5,tiles,fsc_5394.jpg,0.6127485795454546,tile,224.46052630000003
3848,38,100.0,some,39,"(37, 40]",12,biscuits,fsc_5435.jpg,0.9679590650826446,biscuit,190.0729167
3849,38,100.0,some,45,"(43, 46]",14,biscuits,fsc_5438.jpg,0.9856259684917356,biscuit,190.0729167
3850,38,86.327,a lot of,67,"(64, 67]",21,marbles,fsc_5576.jpg,0.869778215392562,marble,142.1555556
3851,38,94.638,many,69,"(67, 70]",22,potatoes,fsc_5699.jpg,0.0690292484504132,potato,200.5
3852,38,100.0,base,81,"(79, 82]",26,grapes,fsc_5864.jpg,0.3220315728305785,grape,153.1511628
3853,38,17.024,few,83,"(82, 85]",27,grapes,fsc_5867.jpg,0.7181527634297521,grape,153.1511628
3854,38,87.936,many,73,"(70, 73]",23,grapes,fsc_5893.jpg,0.3224512525826446,grape,153.1511628
3855,38,100.0,base,31,"(28, 31]",9,cars,fsc_6126.jpg,0.563436208677686,car,361.4886364
3856,38,31.501,a few,89,"(88, 91]",29,birds,fsc_6147.jpg,0.5593846849173554,bird,220.6153846
3857,38,100.0,base,10,"(7, 10]",2,apples,fsc_6279.jpg,0.4079771435950413,apple,199.8478261
3858,38,65.147,many,18,"(16, 19]",5,shoes,fsc_6352.jpg,0.444465069731405,shoe,224.4347826
3859,38,100.0,base,85,"(82, 85]",27,shoes,fsc_6356.jpg,0.2469492510330578,shoe,224.4347826
3860,38,83.914,a lot of,38,"(37, 40]",12,pens,fsc_6734.jpg,0.0,pen,191.1309524
3861,38,73.324,many,66,"(64, 67]",21,coins,fsc_6791.jpg,0.0,coin,146.32291669999998
3862,38,89.544,a lot of,95,"(94, 97]",31,boxes,fsc_6802.jpg,0.8169550619834711,box,254.0625
3863,38,64.477,a few,93,"(91, 94]",30,sticky notes,fsc_6857.jpg,0.509426652892562,,
3864,38,13.137,few,70,"(67, 70]",22,cups,fsc_6884.jpg,0.8360101368801653,cup,205.5555556
3865,38,12.198,a few,81,"(79, 82]",26,sheep,fsc_6893.jpg,0.0,sheep,294.6666667
3866,38,83.512,a lot of,31,"(28, 31]",9,cement bags,fsc_6895.jpg,0.8122982308884298,sandbag,262.0595238
3867,38,61.796,a few,40,"(37, 40]",12,pills,fsc_6983.jpg,0.9610343491735536,pill,130.8658537
3868,38,7.105,a few,90,"(88, 91]",29,glasses,fsc_6993.jpg,0.1083015883264462,glasses,205.9772727
3869,38,100.0,some,53,"(52, 55]",17,sticky notes,fsc_7067.jpg,0.4206966683884297,,
3870,38,8.981,few,36,"(34, 37]",11,chopsticks,fsc_7081.jpg,0.0006295196280991,chopsticks,199.9895833
3871,38,100.0,base,46,"(43, 46]",14,cars,fsc_7091.jpg,0.1290353822314049,car,361.4886364
3872,38,14.477,few,92,"(91, 94]",30,apples,fsc_7144.jpg,0.3415951058884297,apple,199.8478261
3873,38,100.0,base,24,"(22, 25]",7,bowls,fsc_7231.jpg,0.5050361570247934,bowl,224.9555556
3874,38,60.322,a lot of,14,"(13, 16]",4,caps,fsc_7254.jpg,0.4560466167355372,hat,233.1976744
3875,38,100.0,base,23,"(22, 25]",7,skateboards,fsc_7314.jpg,0.0682141012396694,skateboard,262.7659574
3876,38,100.0,some,26,"(25, 28]",8,zebras,fsc_7327.jpg,0.0808852014462809,zebra,325.2777778
3877,38,87.936,a lot of,44,"(43, 46]",14,ants,fsc_736.jpg,0.0,ant,116.0111111
3878,38,5.63,few,62,"(61, 64]",20,plates,fsc_7372.jpg,0.6398502066115702,plate,229.25
3879,38,91.957,a lot of,72,"(70, 73]",23,markers,fsc_7381.jpg,0.0519515108471074,marker,189.9146341
3880,38,3.887,few,55,"(52, 55]",17,people,fsc_7447.jpg,0.7667226239669421,man,313.97560980000003
3881,38,92.761,many,72,"(70, 73]",23,cups,fsc_7448.jpg,0.3267933238636363,cup,205.5555556
3882,38,100.0,base,85,"(82, 85]",27,eggs,fsc_7452.jpg,0.9760943956611572,egg,180.6829268
3883,38,54.826,a few,65,"(64, 67]",21,horses,fsc_7531.jpg,0.271952479338843,horse,341.82608700000003
3884,38,4.558,few,27,"(25, 28]",8,pencils,fsc_7553.jpg,0.1861683238636363,pencil,195.6590909
3885,38,94.906,a lot of,87,"(85, 88]",28,pens,fsc_7585.jpg,0.0,pen,191.1309524
3886,38,90.214,a few,23,"(22, 25]",7,lego pieces,fsc_7701.jpg,0.2518320635330578,lego,150.5384615
3887,38,70.912,many,59,"(58, 61]",19,tomatoes,fsc_78.jpg,0.4265237603305785,tomato,194.5638298
3888,38,10.456,few,81,"(79, 82]",26,tomatoes,fsc_82.jpg,0.7879890883264463,tomato,194.5638298
3889,38,7.373,few,87,"(85, 88]",28,bottle caps,fsc_828.jpg,0.0,cap,149.4375
3890,38,14.209,few,57,"(55, 58]",18,plates,fsc_887.jpg,0.4724302685950413,plate,229.25
3891,38,86.729,many,52,"(49, 52]",16,plates,fsc_897.jpg,0.8281169292355371,plate,229.25
3892,38,57.373,a few,85,"(82, 85]",27,birds,fsc_976.jpg,0.67942923553719,bird,220.6153846
3893,38,100.0,base,4,"(1, 4]",0,books,tqa_2335844.jpg,0.2213084323347107,book,229.1704545
3894,38,73.458,a few,3,"(1, 4]",0,candles,tqa_2340072.jpg,0.0077802169421487,candle,208.7613636
3895,38,100.0,base,6,"(4, 7]",1,sheep,tqa_2367059.jpg,0.0361893078512396,sheep,294.6666667
3896,38,100.0,some,4,"(1, 4]",0,boats,tqa_2370691.jpg,0.0098947572314049,boat,374.5444444
3897,38,21.984,a lot of,3,"(1, 4]",0,zebras,tqa_2392711.jpg,0.0284817277892561,zebra,325.2777778
3898,38,65.147,a few,5,"(4, 7]",1,people,tqa_2400801.jpg,0.060119124483471,man,313.97560980000003
3899,38,90.751,a few,2,"(1, 4]",0,cars,tqa_2411951.jpg,0.2149325284090909,car,361.4886364
3900,39,71.85,few,42,"(40, 43]",13,pills,fsc_1391.jpg,0.0698040418388429,pill,130.8658537
3901,39,100.0,many,88,"(85, 88]",28,glasses,fsc_2041.jpg,0.020887138429752,glasses,205.9772727
3902,39,40.214,a few,46,"(43, 46]",14,pens,fsc_2115.jpg,0.0,pen,191.1309524
3903,39,87.399,a few,23,"(22, 25]",7,pens,fsc_2133.jpg,0.3076736828512397,pen,191.1309524
3904,39,76.005,a few,97,"(94, 97]",31,apples,fsc_2213.jpg,0.0574638429752066,apple,199.8478261
3905,39,76.542,few,20,"(19, 22]",6,apples,fsc_2237.jpg,0.2388462035123967,apple,199.8478261
3906,39,14.879,few,82,"(79, 82]",26,apples,fsc_2245.jpg,0.0255762525826446,apple,199.8478261
3907,39,91.555,few,78,"(76, 79]",25,grapes,fsc_226.jpg,0.2712583935950413,grape,153.1511628
3908,39,15.952,some,50,"(49, 52]",16,apples,fsc_2270.jpg,0.5263106921487604,apple,199.8478261
3909,39,14.611,few,19,"(16, 19]",5,camels,fsc_2300.jpg,0.4425603693181818,camel,348.0729167
3910,39,70.375,a few,21,"(19, 22]",6,bricks,fsc_2335.jpg,0.9892013171487604,brick,228.5444444
3911,39,100.0,base,16,"(13, 16]",4,bricks,fsc_2361.jpg,0.8750564953512396,brick,228.5444444
3912,39,78.82,some,52,"(49, 52]",16,windows,fsc_2468.jpg,0.321119576446281,window,283.3977273
3913,39,54.96,a lot of,12,"(10, 13]",3,bottles,fsc_2541.jpg,0.5017997804752066,bottle,223.0465116
3914,39,34.316,few,96,"(94, 97]",31,bottles,fsc_2566.jpg,0.5127114540289256,bottle,223.0465116
3915,39,86.595,some,33,"(31, 34]",10,bottles,fsc_2586.jpg,0.65306204803719,bottle,223.0465116
3916,39,98.391,a lot of,46,"(43, 46]",14,cement bags,fsc_2624.jpg,0.0009604209710743,sandbag,262.0595238
3917,39,39.544,a few,41,"(40, 43]",13,cement bags,fsc_2646.jpg,0.0359713972107438,sandbag,262.0595238
3918,39,57.909,some,92,"(91, 94]",30,bowls,fsc_2653.jpg,0.8789627453512396,bowl,224.9555556
3919,39,86.997,some,67,"(64, 67]",21,bowls,fsc_2672.jpg,0.1236925361570247,bowl,224.9555556
3920,39,100.0,base,94,"(91, 94]",30,oranges,fsc_2717.jpg,0.96751517303719,orange,202.6477273
3921,39,100.0,a lot of,63,"(61, 64]",20,oranges,fsc_2757.jpg,0.9187838972107438,orange,202.6477273
3922,39,100.0,many,44,"(43, 46]",14,oranges,fsc_2761.jpg,0.9843023631198348,orange,202.6477273
3923,39,100.0,a lot of,84,"(82, 85]",27,cans,fsc_2806.jpg,0.971082450929752,can,211.96875
3924,39,0.536,few,62,"(61, 64]",20,chairs,fsc_2830.jpg,0.4514059271694214,chair,290.0
3925,39,39.142,many,18,"(16, 19]",5,chairs,fsc_2888.jpg,0.9869495738636364,chair,290.0
3926,39,63.271,some,72,"(70, 73]",23,stamps,fsc_2912.jpg,0.826341361053719,stamp1,152.4130435
3927,39,100.0,a lot of,86,"(85, 88]",28,stamps,fsc_2923.jpg,0.1144192277892562,stamp1,152.4130435
3928,39,66.488,few,24,"(22, 25]",7,fish,fsc_2960.jpg,0.1563549199380165,fish,209.3488372
3929,39,95.308,some,11,"(10, 13]",3,hot-air balloons,fsc_3.jpg,0.0146726497933884,hot-air_balloon,204.0735294
3930,39,83.646,few,17,"(16, 19]",5,bread rolls,fsc_3086.jpg,0.7594831482438017,roll,195.2045455
3931,39,38.472,a few,100,"(97, 100]",32,nuts,fsc_3110.jpg,0.1385266012396694,nut,146.8372093
3932,39,44.638,many,100,"(97, 100]",32,coffee beans,fsc_3127.jpg,0.3426604467975206,coffee_bean,130.8125
3933,39,19.169,a lot of,54,"(52, 55]",17,coffee beans,fsc_3144.jpg,0.0,coffee_bean,130.8125
3934,39,79.759,few,12,"(10, 13]",3,candles,fsc_3209.jpg,0.0398937887396694,candle,208.7613636
3935,39,56.702,many,99,"(97, 100]",32,beans,fsc_3228.jpg,0.2262073863636363,bean,131.5425532
3936,39,100.0,base,92,"(91, 94]",30,beans,fsc_3229.jpg,0.3899067019628099,bean,131.5425532
3937,39,79.893,many,81,"(79, 82]",26,beans,fsc_3235.jpg,0.4527456740702479,bean,131.5425532
3938,39,100.0,some,99,"(97, 100]",32,peas,fsc_3328.jpg,0.2648502066115702,pea,131.06976740000002
3939,39,100.0,some,57,"(55, 58]",18,peas,fsc_3330.jpg,0.3550087164256198,pea,131.06976740000002
3940,39,36.461,a lot of,65,"(64, 67]",21,nuts,fsc_3413.jpg,0.2173779700413223,nut,146.8372093
3941,39,29.088,a few,28,"(25, 28]",8,packets of noodles,fsc_3444.jpg,0.4415676652892562,,
3942,39,81.769,some,60,"(58, 61]",19,beans,fsc_3501.jpg,0.2621626420454545,bean,131.5425532
3943,39,92.761,some,70,"(67, 70]",22,beans,fsc_3502.jpg,0.2982551007231405,bean,131.5425532
3944,39,75.603,a lot of,42,"(40, 43]",13,chicken wings,fsc_3574.jpg,0.529426007231405,chicken1,215.7567568
3945,39,36.997,many,35,"(34, 37]",11,gemstones,fsc_3632.jpg,0.0,gem,144.1555556
3946,39,100.0,base,11,"(10, 13]",3,candy pieces,fsc_3697.jpg,0.9216005940082644,candy,155.12195119999998
3947,39,24.933,many,20,"(19, 22]",6,spring rolls,fsc_3700.jpg,0.4702995867768595,spring_roll,190.5641026
3948,39,98.928,some,40,"(37, 40]",12,steps,fsc_3854.jpg,0.5587148114669421,,
3949,39,100.0,a few,7,"(4, 7]",1,shallots,fsc_3873.jpg,0.1017561983471074,onion,201.8
3950,39,100.0,base,75,"(73, 76]",24,potatoes,fsc_3921.jpg,0.0,potato,200.5
3951,39,3.887,few,100,"(97, 100]",32,screws,fsc_3982.jpg,0.0046326188016528,screw,147.14583330000002
3952,39,9.92,a lot of,9,"(7, 10]",2,oysters,fsc_4107.jpg,0.0,oyster,177.4555556
3953,39,100.0,a few,9,"(7, 10]",2,calamari rings,fsc_4178.jpg,0.1970477143595041,calamari,177.0795455
3954,39,100.0,some,27,"(25, 28]",8,peas,fsc_4287.jpg,0.2415579803719008,pea,131.06976740000002
3955,39,100.0,a few,12,"(10, 13]",3,kiwis,fsc_4585.jpg,0.0,kiwi,182.7045455
3956,39,35.255,a few,34,"(31, 34]",10,kiwis,fsc_4594.jpg,0.0,kiwi,182.7045455
3957,39,90.751,a lot of,71,"(70, 73]",23,birds,fsc_4689.jpg,0.189283638946281,bird,220.6153846
3958,39,81.635,few,73,"(70, 73]",23,grapes,fsc_4805.jpg,0.2474254261363636,grape,153.1511628
3959,39,100.0,many,65,"(64, 67]",21,logs,fsc_4943.jpg,0.9048214746900828,log,296.86904760000004
3960,39,97.989,few,8,"(7, 10]",2,cupcakes,fsc_5238.jpg,0.6933270919421488,cupcake,194.5581395
3961,39,88.204,some,91,"(88, 91]",29,tomatoes,fsc_54.jpg,0.1114007618801652,tomato,194.5638298
3962,39,66.22,some,26,"(25, 28]",8,macarons,fsc_5401.jpg,0.0,,
3963,39,20.912,many,43,"(40, 43]",13,nuts,fsc_5496.jpg,0.1937548424586777,nut,146.8372093
3964,39,100.0,some,76,"(73, 76]",24,pearls,fsc_5533.jpg,0.0,pearl,133.744186
3965,39,21.046,few,90,"(88, 91]",29,strawberries,fsc_5810.jpg,0.9441260976239668,strawberry,164.81707319999998
3966,39,27.346,few,37,"(34, 37]",11,strawberries,fsc_5811.jpg,0.9614298166322314,strawberry,164.81707319999998
3967,39,100.0,base,47,"(46, 49]",15,strawberries,fsc_5826.jpg,0.6418840392561983,strawberry,164.81707319999998
3968,39,99.062,some,14,"(13, 16]",4,eggs,fsc_5930.jpg,0.364128680268595,egg,180.6829268
3969,39,94.772,some,21,"(19, 22]",6,birds,fsc_5953.jpg,0.637654958677686,bird,220.6153846
3970,39,100.0,many,92,"(91, 94]",30,birds,fsc_5965.jpg,0.8656056301652892,bird,220.6153846
3971,39,30.965,a few,89,"(88, 91]",29,birds,fsc_6147.jpg,0.5593846849173554,bird,220.6153846
3972,39,27.212,a few,81,"(79, 82]",26,tomatoes,fsc_6192.jpg,0.4333839101239669,tomato,194.5638298
3973,39,71.716,a lot of,50,"(49, 52]",16,coins,fsc_6205.jpg,0.0,coin,146.32291669999998
3974,39,2.279,few,41,"(40, 43]",13,apples,fsc_6256.jpg,0.4988055268595041,apple,199.8478261
3975,39,79.759,many,50,"(49, 52]",16,tiles,fsc_6316.jpg,0.9860052944214877,tile,224.46052630000003
3976,39,90.885,a few,36,"(34, 37]",11,shoes,fsc_6364.jpg,0.0759781766528925,shoe,224.4347826
3977,39,100.0,base,91,"(88, 91]",29,beads,fsc_6423.jpg,0.1499709452479339,bead,136.4787234
3978,39,35.389,a lot of,33,"(31, 34]",10,beads,fsc_6511.jpg,0.2746077608471074,bead,136.4787234
3979,39,65.818,some,50,"(49, 52]",16,cans,fsc_6719.jpg,0.4537060950413223,can,211.96875
3980,39,100.0,base,62,"(61, 64]",20,caps,fsc_6793.jpg,0.0,hat,233.1976744
3981,39,1.877,few,86,"(85, 88]",28,apples,fsc_685.jpg,0.7031169292355371,apple,199.8478261
3982,39,29.625,some,93,"(91, 94]",30,sticky notes,fsc_6857.jpg,0.509426652892562,,
3983,39,100.0,a lot of,57,"(55, 58]",18,straws,fsc_6947.jpg,0.5806915030991735,straw2,183.4943182
3984,39,60.456,some,89,"(88, 91]",29,eggs,fsc_6996.jpg,0.1009410511363636,egg,180.6829268
3985,39,100.0,a lot of,78,"(76, 79]",25,boats,fsc_6997.jpg,0.4703480113636363,boat,374.5444444
3986,39,98.391,a lot of,42,"(40, 43]",13,bottles,fsc_7025.jpg,0.7285075542355371,bottle,223.0465116
3987,39,100.0,base,54,"(52, 55]",17,sheep,fsc_7047.jpg,0.2399922520661157,sheep,294.6666667
3988,39,87.936,a lot of,92,"(91, 94]",30,apples,fsc_7144.jpg,0.3415951058884297,apple,199.8478261
3989,39,70.241,a lot of,33,"(31, 34]",10,fish,fsc_7218.jpg,0.3334274922520661,fish,209.3488372
3990,39,58.579,many,72,"(70, 73]",23,markers,fsc_7381.jpg,0.0519515108471074,marker,189.9146341
3991,39,12.735,a lot of,14,"(13, 16]",4,skateboards,fsc_7403.jpg,0.7688452350206612,skateboard,262.7659574
3992,39,76.273,a few,23,"(22, 25]",7,eggs,fsc_7668.jpg,0.197265625,egg,180.6829268
3993,39,77.614,some,55,"(52, 55]",17,books,fsc_767.jpg,0.9664417613636364,book,229.1704545
3994,39,34.853,few,58,"(55, 58]",18,coins,fsc_7681.jpg,0.359883458161157,coin,146.32291669999998
3995,39,36.059,some,63,"(61, 64]",20,cups,fsc_785.jpg,0.0250597236570247,cup,205.5555556
3996,39,85.389,some,65,"(64, 67]",21,skateboards,fsc_914.jpg,0.2946555397727273,skateboard,262.7659574
3997,39,20.107,few,93,"(91, 94]",30,watches,fsc_991.jpg,0.8784139333677686,watch,183.7934783
3998,39,0.0,a lot of,5,"(4, 7]",1,bowls,tqa_2381919.jpg,0.2944779829545454,bowl,224.9555556
3999,39,0.0,base,5,"(4, 7]",1,bottles,tqa_2407754.jpg,0.0760588842975206,bottle,223.0465116
4000,40,100.0,base,94,"(91, 94]",30,bottle caps,fsc_1902.jpg,0.7545761234504132,cap,149.4375
4001,40,63.137,a few,96,"(94, 97]",31,bottle caps,fsc_1965.jpg,0.0105000645661157,cap,149.4375
4002,40,99.598,many,40,"(37, 40]",12,bottle caps,fsc_1979.jpg,0.9389688791322314,cap,149.4375
4003,40,64.611,a few,14,"(13, 16]",4,bottle caps,fsc_1997.jpg,0.0,cap,149.4375
4004,40,66.22,few,88,"(85, 88]",28,glasses,fsc_2041.jpg,0.020887138429752,glasses,205.9772727
4005,40,100.0,a lot of,81,"(79, 82]",26,glasses,fsc_2042.jpg,4.035382231404959e-05,glasses,205.9772727
4006,40,100.0,a lot of,50,"(49, 52]",16,cows,fsc_2065.jpg,0.334153861053719,cow,330.67857139999995
4007,40,51.743,a few,68,"(67, 70]",22,apples,fsc_2156.jpg,0.4639721074380165,apple,199.8478261
4008,40,36.863,a few,58,"(55, 58]",18,camels,fsc_2316.jpg,0.2349318827479339,camel,348.0729167
4009,40,61.528,a lot of,99,"(97, 100]",32,bricks,fsc_2320.jpg,0.9884184529958676,brick,228.5444444
4010,40,100.0,a lot of,72,"(70, 73]",23,bricks,fsc_2398.jpg,0.9845283445247934,brick,228.5444444
4011,40,79.357,a few,68,"(67, 70]",22,bricks,fsc_2403.jpg,0.91627388946281,brick,228.5444444
4012,40,98.257,many,23,"(22, 25]",7,cups,fsc_2444.jpg,0.7015673424586777,cup,205.5555556
4013,40,100.0,a lot of,56,"(55, 58]",18,windows,fsc_2478.jpg,0.2049732050619834,window,283.3977273
4014,40,100.0,many,78,"(76, 79]",25,bottles,fsc_2567.jpg,0.1856679364669421,bottle,223.0465116
4015,40,100.0,some,92,"(91, 94]",30,bowls,fsc_2653.jpg,0.8789627453512396,bowl,224.9555556
4016,40,81.233,a few,16,"(13, 16]",4,oranges,fsc_2704.jpg,0.9271048553719008,orange,202.6477273
4017,40,100.0,a lot of,94,"(91, 94]",30,oranges,fsc_2717.jpg,0.96751517303719,orange,202.6477273
4018,40,100.0,base,63,"(61, 64]",20,oranges,fsc_2757.jpg,0.9187838972107438,orange,202.6477273
4019,40,100.0,many,66,"(64, 67]",21,cans,fsc_2769.jpg,0.4790967200413223,can,211.96875
4020,40,100.0,base,61,"(58, 61]",19,chairs,fsc_2851.jpg,0.8715537835743802,chair,290.0
4021,40,50.0,some,61,"(58, 61]",19,stamps,fsc_2915.jpg,0.828423618285124,stamp1,152.4130435
